tier;name;code;account_prefix;parent;list;priority;fixed_time;status;sources;source_count;variant_count;notes
1;Bearbeitung Aufgaben zu Papa's Pflege;PATATA;;;Liste_nachmittags;0;;active;ablauf_planned, old_cs;2;15;seen 11x across Ablauf files
1;Bearbeitung Aufgaben zu Papa's Pflege (10' +);PATATA;;;Liste_untertags;1.826;;active;csv, old_cs;2;0;
1;Bearbeitung Batterienpool;;RW;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Bearbeitung Bewertung der Probleme;;KS;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Bearbeitung Buch Champion's Mindset;GELICM;;;Liste_untertags;1.825;;active;ablauf_planned, ablauf_unplanned, csv;3;25;seen 282x across Ablauf files
1;Bearbeitung Börsenkurse;FIAKBK;;;;0;;active;ablauf_planned, ablauf_unplanned;2;2;
1;Bearbeitung Börsenkurse / Aktienhandel;FIAKBK;;;Liste_untertags;1.811;;active;ablauf_planned, ablauf_unplanned, csv, old_cs;4;16;seen 339x across Ablauf files
1;Bearbeitung Check- / Taskliste;;KS;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Bearbeitung Check- und Taskliste;;KS;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Bearbeitung Checklisten;;KS;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Bearbeitung div. Dokumentationen;;GE;;;0;;active;access_Tab_Aufwandserfassung, window_logger_vb5;2;0;
1;Bearbeitung laufende Checklisten;;KS;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Bearbeitung Liste Musikermappe;;MU;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Bearbeitung Mails;;IN;;;0;;active;ablauf_unplanned, access_Tab_Aktionen, access_Tab_Aufwandserfassung;3;0;unplanned, seen 1x across Ablauf files
1;Bearbeitung Masken aus China;;MU;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;2;
1;Bearbeitung Musikumfrage Ö3;;RA;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Bearbeitung Musikumfrage Ö3 / Antwort an Ö3;;RA;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Bearbeitung Planung;;KS;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Bearbeitung Planung für 21.3.2021;;KS;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Bearbeitung Play Card System;;MU;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;2;
1;Bearbeitung Play Card System u.a.;;MU;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Bearbeitung Playcard Analyzing\Ablauf Einlesen Playcard;;MU;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Bearbeitung Playlist;;RW;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Bearbeitung PSR-60 ROM Disassembly;;MU;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Bearbeitung PSR-60 ROM Disassembly 1;;MU;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Bearbeitung Repertoireliste Jive Aces;;RA;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Bearbeitung Taskliste;;KS;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Bearbeitung Taskliste / Checklisten;;KS;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Bearbeitung Text Life on Miles;;MU;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Bearbeitung Untersuchung der Prioritätenliste;;KS;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Bearbeitung Untersuchung der Prioritätenliste / Taskliste;;KS;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Bearbeitung Untersuchung der Prioritätenliste.doc;;KS;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Bearbeitung Wertungsfaktoren;;RW;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Bearbeitung Yamaha Playcard Songs in Videos;;MU;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Beendung Tranche Tonträgereingabe;;RW;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Begutachtung AKH-Befund Papa;;PA;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Begutachtung Planungstool;;KS;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Begutachtung Unterlagen Kurti-Opa für Franzi;;VE;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Begutachtung Zeitplanung;;KS;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Beobachtung Kinderfahrzeug Spielplatz;;FZ;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Beschriftung Kass. Kar.gesang;;KA;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Beschwerde von Kindern über Pädephilie;;FZ;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Besorgung Fahrscheine;;FZ;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Besorgung Medikament für Papa;;PA;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Besprechung Doku Prioritätenliste;;KS;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Besprechung Problemdokumentation;;KS;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Bestellung Mittagessen;;LE;;;0;;active;ablauf_unplanned, access_Tab_Aufwandserfassung;2;3;
1;Besuch Dixi-WC Jägerstr.;LENADW;;;Liste_mittags;0;;active;ablauf_planned, old_cs;2;1;seen 19x across Ablauf files
1;Besuch Dixi-WC Ruthnergasse;LENADT;;;;0;;active;ablauf_planned, yaml_exceptions;2;1;seen 29x across Ablauf files
1;Besuch Dixi-WC Siemensstraße;LENADT;;;Liste_mittags;1.83;;active;ablauf_unplanned, old_cs;2;0;unplanned, seen 1x across Ablauf files
1;Besuch Dr. Hariri;GEMRNA;GE;;;0;;active;ablauf_planned, ablauf_unplanned, access_Tab_Aufwandserfassung, window_logger_vb5;4;6;
1;Besuch Friseur;;LE;;;0;;active;ablauf_unplanned, access_Tab_Aufwandserfassung;2;0;unplanned, seen 3x across Ablauf files
1;Besuch Puls4-Show-Aufzeichnung;;AU;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Besuch Schwimmbad;GEGYSB;GE;;Liste_Schwimmbad;1.846;07:50;active;ablauf_planned, access_Tab_Aufwandserfassung, csv, old_cs;4;8;seen 97x across Ablauf files
1;Besuch von Fr. Strake;;WF;;;0;;active;ablauf_unplanned, access_Tab_Aufwandserfassung;2;1;
1;Besuch von Heinrich;;SG;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Bett machen;LEMTBM;;;Liste_Morgentoilette;0;;active;ablauf_planned, ablauf_unplanned, old_cs;3;1;seen 764x across Ablauf files
1;Bewässerung Terrasse;WFTEBE;WF;;Liste_Morgentoilette;0;;active;ablauf_planned, ablauf_unplanned, access_Tab_Aufwandserfassung, old_cs;4;18;seen 26x across Ablauf files
1;Blutdruck messen;GEBMBM;GE;;;0;;active;ablauf_planned, ablauf_unplanned, access_Tab_Aufwandserfassung;3;6;seen 298x across Ablauf files
1;Boccia mit Kollegen;;BR;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Brennen / Cover Oster-Cd für Papa;;PA;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;C-64 Juice;;CS;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Cashews fassen;LEMTTW;;;;0;;active;ablauf_planned, ablauf_unplanned;2;1;
1;Catloaf2600;;CS;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;2;
1;Christbaum aufputzen;;PA;;;0;;active;ablauf_unplanned, access_Tab_Aufwandserfassung;2;1;
1;Christbaumverabschiedung;;MU;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;2;
1;Datensicherung;PCDASI;KS;;Liste_nachmittags;1.8;;active;ablauf_planned, access_Tab_Aufwandserfassung, old_cs;3;1;seen 26x across Ablauf files
1;Der Außentemperatur entsprechend anziehen;LEAUAZ;;Checkliste bei Fortgehen;Liste_Arbeit;75.0;;active;ablauf_planned, ablauf_unplanned, csv, kurtdoku, old_cs;5;3;seen 409x across Ablauf files
1;Dichtungswechsel Dusche;;WF;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;2;
1;Diskussion Kontensystem u.a. Themen;;KS;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Diskussion Mails mit Papa;;PA;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Diskussion mit Papa;;PA;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;1;
1;Diskussion mit Papa über Mails;;PA;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Diskussion Partenwunsch Franzi;;VE;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Diskussion RW-Prg. / Baden gehen;;RW;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Div. Diskussionen;;KS;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Div. Radioscans;;RA;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Div. Radioscans / Livestreams;;RA;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Div. Surfen;INSUSU;IN;;;0;;active;ablauf_unplanned, access_Tab_Aktionen, access_Tab_Aufwandserfassung, window_logger_vb5;4;176;unplanned, seen 16x across Ablauf files
1;div. Surfen / Ansehen Youtube-Videos;RWMPMP;;;;0;;active;ablauf_planned, ablauf_unplanned;2;0;seen 1x across Ablauf files
1;Dokumentation Finanzanlagen;FIDOAK;;;Liste_nachmittags;1.804;;active;ablauf_planned, old_cs;2;0;seen 3x across Ablauf files
1;Dokumentation Grundsätze der Ma'at;GEDOMA;;;Liste_nachmittags;0;;active;ablauf_planned, old_cs;2;1;seen 54x across Ablauf files
1;Dokumentation Prioritätsliste;;KS;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung, taskliste;3;0;
1;Doppelkeks fassen;LEMTTW;;;;0;;active;ablauf_planned, ablauf_unplanned;2;1;
1;Download / Versuche Speccy;;CS;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Download Amazon Women;;CS;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Druck Einladung für Puls4-Show-Aufzeichnung;;AU;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Druck Text La Cucaracha;;MU;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Druck Text Moonlight Serenade;;MU;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Druckerreinigung;;PC;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Druckerwartung;;PC;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Durchführung Livestream;;MU;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Durchstöbern Keyboard-Registrierungen;;MU;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Duschen;LEMTDU;GE;;Liste_Morgentoilette;0;;active;ablauf_planned, access_Tab_Aufwandserfassung, old_cs;3;0;seen 277x across Ablauf files
1;Eingabe + Anhören LP's;;RW;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Eingabe + Anhören Tonträger;;RW;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Eingabe / Anhören LP's;;RW;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Eingabe / Anhören Singles v. Kurti-Opa u.a.;;RW;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Eingabe gehörte Titel;;RW;;;0;;active;ablauf_unplanned, access_Tab_Aufwandserfassung;2;0;unplanned, seen 2x across Ablauf files
1;Eingabe gehörte Weihnachtskassette 1992;;RW;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Eingabe LP Dreigroschenoper u.a.;;RW;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Eingabe LP's;;RW;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Eingabe Rest alte Singles / DB-Korr. CD Tina;;RW;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Eingabe Teleworking SAP;BREPZE;;;Liste_Arbeit;1.842;;active;ablauf_planned, csv, old_cs;3;0;seen 135x across Ablauf files
1;Eingabe Tonträger;;RW;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Eingabe Zeiterfassung SAP;BREPZE;;;Liste_Arbeit;1.843;;active;ablauf_planned, ablauf_unplanned, csv, old_cs;4;2;seen 223x across Ablauf files
1;Eingeschlafen;;LE;;;0;;active;ablauf_unplanned, access_Tab_Aufwandserfassung;2;1;unplanned, seen 1x across Ablauf files
1;Einkauf;LEEKBI;LE;;;0;;active;ablauf_planned, ablauf_unplanned, access_Tab_Aufwandserfassung;3;48;
1;Einkauf bei Ströck;;;;;0;;active;ablauf_planned, yaml_exceptions;2;0;seen 1x across Ablauf files
1;Einkauf Brot/Weckerln/süße Stücke;BREPZE;;;;0;;active;ablauf_planned, ablauf_unplanned;2;5;
1;Einkauf Brot/Weckerln/süße Stücke (Der Mann Wien Mitte);BREPZE;;;Liste_Arbeit;1.841;;active;csv, old_cs;2;0;
1;Einkauf Brot/Weckerln/süße Stücke (Ströck / Der Mann Obi);BREPZE;;;Liste_mittags;1.844;;active;csv, old_cs, yaml_exceptions;3;0;
1;Einkurbeln Markise;;WF;;;0;;active;ablauf_unplanned, access_Tab_Aufwandserfassung;2;0;unplanned, seen 1x across Ablauf files
1;Einkurbeln Markisen;;WF;;;0;;active;ablauf_unplanned, access_Tab_Aktionen, access_Tab_Aufwandserfassung;3;0;unplanned, seen 2x across Ablauf files
1;Einlass / Koordination Sati;WFPUEL;;;;0;;active;ablauf_planned, ablauf_unplanned;2;1;
1;Einlass / Koordination Sati Ersoy;WFPUEL;;;Lebenserhaltung;1.845;12:26;active;ablauf_planned, csv, old_cs;3;15;seen 94x across Ablauf files
1;Einpacken;;BR;;;0;;active;ablauf_unplanned, access_Tab_Aufwandserfassung;2;0;unplanned, seen 2x across Ablauf files
1;Einpacken Baden;;GE;;;0;;active;ablauf_unplanned, access_Tab_Aufwandserfassung;2;3;
1;Einpacken Blutdruckmeßgerät, Befund MRT für Dr. Hariri;;;;;0;;active;ablauf_planned, yaml_exceptions;2;0;seen 2x across Ablauf files
1;Einpacken BRZ-Laptop, RW-Prg. / Essensplan / Sicherung USB-Stick;RWMPEP;;;Liste_Arbeit;1.84;;active;ablauf_planned, csv, old_cs;3;1;seen 90x across Ablauf files
1;Einpacken für Einkauf;LEEKEP;LE;;;0;;active;ablauf_planned, ablauf_unplanned, access_Tab_Aufwandserfassung;3;10;
1;Einpacken für Einkauf (Essensdatenbank, Rucksack, Sackerln, Altbatterien, Notebook, 25%-Pickerln, USB-Stick);LEEKEP;;;Lebenserhaltung;1.84;;active;csv, old_cs;2;0;
1;Einpacken für Schwimmbad;GEGYES;;;Liste_Schwimmbad;1.846;07:35;active;ablauf_planned, csv, old_cs;3;2;seen 86x across Ablauf files
1;Einpacken Handy, Brille, Kabel;BRFAEP;;;;0;;active;ablauf_planned, ablauf_unplanned;2;4;
1;Einpacken Handy, Brille, Kabel (inkl. Laptop!), Handynetzteil, Power Bank, Headset, USB-Stick, Geld;BRFAEP;;;Liste_Arbeit;1.84;;active;csv, old_cs;2;0;
1;Einpacken Kass. Für Fahrt;;RW;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Einpacken Musik für Fahrt;RWRUEP;RW;;;0;;active;ablauf_unplanned, access_Tab_Aktionen, access_Tab_Aufwandserfassung;3;0;unplanned, seen 1x across Ablauf files
1;Einpacken Musik für Fahrt inkl. Player + Akkus;RWRUEP;;;Liste_Arbeit;1.84;09:33;active;ablauf_planned, ablauf_unplanned, csv, old_cs;4;8;seen 89x across Ablauf files
1;Einpacken Playlist für Fahrt;;RW;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Einpacken RW-Datenbank;;RW;;;0;;active;ablauf_unplanned, access_Tab_Aufwandserfassung;2;0;unplanned, seen 1x across Ablauf files
1;Einpacken RW-Prg. / Essensplan / Sicherung USB-Stick;RWMPEP;;;;0;;active;ablauf_planned, ablauf_unplanned;2;2;seen 5x across Ablauf files
1;Einpacken Tonträger für Fahrt;;RW;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Einrichtung Lichterkette;;WF;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Einräumen Anleitungen in Küche;;LE;;;0;;active;ablauf_unplanned, taskliste;2;0;unplanned, seen 1x across Ablauf files
1;Einräumen gehörte Kassetten;;RW;;;0;;active;ablauf_unplanned, access_Tab_Aufwandserfassung;2;0;unplanned, seen 1x across Ablauf files
1;Einspielen 11 Titel aus 2009;;RM;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Einspielen 2 Titel;;RM;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Einspielen 3 Titel Internet;;RM;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Einspielen 4 Titel aus Internet;;RM;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Einspielen 7 Titel aus Jänner-Liste;;RM;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Einspielen div. Titel;;RM;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Einspielen neue Titel;;RM;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Einspielung O sole mio;;RM;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;2;
1;Einst. Laptop / Musikwunsch DX-Wunschkonz.;;RA;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Eintragen Zeiten Atariage;CSAAZE;;;Liste_Abendzeremonie;1.82;;active;ablauf_planned, old_cs;2;0;seen 52x across Ablauf files
1;Eintragung Wohnungsaktivitäten;;WF;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Einüben 4 Titel Keyboard / Bearb. Prg.;;MU;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Einüben div. Titel;;MU;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Einüben Tulpen aus Amsterdam / Erforschung Voices;;MU;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Eis kaufen;BREPZE;LE;;;0;;active;ablauf_planned, ablauf_unplanned, access_Tab_Aufwandserfassung;3;6;seen 1x across Ablauf files
1;Entsorgung Altpapier;;LE;;;0;;active;ablauf_unplanned, access_Tab_Aufwandserfassung;2;2;unplanned, seen 18x across Ablauf files
1;Entsorgung Pizzakarton;;LE;;;0;;active;ablauf_unplanned, access_Tab_Aufwandserfassung;2;0;unplanned, seen 1x across Ablauf files
1;Erfassung Corona-Infektionen;;GE;;;0;;active;access_Tab_Aufwandserfassung, taskliste;2;0;
1;Erfassung Corona-Zahlen;;GE;;;0;;active;access_Tab_Aufwandserfassung, access_Tab_Gewinnaktionen;2;0;
1;Erfassung Keyboard-Registrierungen;;MU;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Erfassung Wünsche Jason Lux;;RW;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Ermittlung Gesamtzeit für geplante Projekte;;KS;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Ermittlung Gesamtzeiten;KSAEEG;;;Liste_untertags;1.83;;active;ablauf_planned, csv, old_cs;3;5;seen 22x across Ablauf files
1;Ermittlung Gesamtzeiten (wenn nicht am Montag erledigt);KSAEEG;;;Liste_untertags;1.829;;active;csv, old_cs;2;0;
1;Ermittlung Musikwünsche für versch. Radiosender;;RW;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Erstellung Playback mit Vocal Remover;;;;Liste_untertags;1.81;;active;ablauf_planned, csv;2;4;seen 284x across Ablauf files
1;Erstellung Programm für Teamgrillen;;MU;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Essen bestellen;;LE;;;0;;active;ablauf_unplanned, access_Tab_Aufwandserfassung;2;0;unplanned, seen 1x across Ablauf files
1;Essen fassen;;LE;;;0;;active;ablauf_unplanned, access_Tab_Aufwandserfassung;2;2;
1;Evaluation Hörwerte;;RW;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Evaluation Hörwerte / Radiosender;;RW;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Evaluation Hörwerte / Radiowertungen;;RW;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Experiment Portable John;;FZ;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;2;
1;Experiment Powerbank;;PC;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Experiment Travel John;;FZ;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;2;
1;Fahrt / Rückfahrt Zahnarzt mit TIER-Scooter;;FZ;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Fahrt BRZG;BRFAFA;;;Liste_Arbeit;1.84;08:59;active;ablauf_planned, csv, old_cs, yaml_exceptions;4;6;seen 86x across Ablauf files
1;Fahrt mit Lime-Scooter Rennweg;;FZ;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Fahrt TIER-Scooter;;FZ;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;3;
1;Fahrt Tier-Scooter / Jump-Bike;;FZ;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;2;
1;Fahrt TIER-Scooter zu Urologe+zurück;;FZ;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Fahrt zu DZU mit TIER-Scootern;;FZ;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Fahrt/Dienstz. BRZG;;BR;;;0;;active;access_Tab_Aufwandserfassung, window_logger_vb5;2;1;
1;Fahrten mit TIER-Scooter;;FZ;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;2;
1;Faschingsfeier BRZ;;BR;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Feinschliff bei der Rasur;LEMTFR;;;Liste_Morgentoilette;1.84;;active;ablauf_planned, ablauf_unplanned, csv, old_cs;4;1;seen 387x across Ablauf files
1;Forge of Empires;;CS;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;42;
1;Fortsetzung der Arbeit an Tetrinet für G7400;;CS;;;0;;retired;access_Tab_Wuensche, taskliste;2;0;wisher=Videopac-Forum-Members, status=suspendiert
1;Fortsetzung der Arbeit an Titanic Rescue;;CS;;;0;;retired;access_Tab_Wuensche, taskliste;2;0;wisher=Atariage-Members, status=suspendiert
1;Freischaltung Klar-App;;FZ;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Frisieren;LEAUFR;;Checkliste bei Fortgehen;Checkliste bei Fortgehen;75.0;;active;ablauf_unplanned, kurtdoku, old_cs;3;0;unplanned, seen 1x across Ablauf files
1;Frühstück;;LE;;;0;;active;ablauf_unplanned, window_logger_vb5;2;4;
1;Frühstück fassen;LEMTFR;;;;0;;active;ablauf_planned, ablauf_unplanned;2;3;
1;Frühstücken;LEMTFR;;;;0;;active;ablauf_planned, ablauf_unplanned;2;10;
1;Frühstücken, dabei Tee machen, Bearb. Werbeprospekte;LEMTFR;;;Liste_Morgentoilette;0;;active;ablauf_planned, old_cs;2;0;seen 17x across Ablauf files
1;Frühstücken, dabei Tee machen, Bearb. Werbeprospekte, Prüfung Terrasse;LEMTFR;;;Liste_Morgentoilette;1.845;;active;ablauf_planned, old_cs;2;0;seen 4x across Ablauf files
1;Frühstücken, dabei Tee machen, Einpacken für BRZ;LEMTFR;;;Liste_Morgentoilette;0;;active;ablauf_planned, old_cs;2;0;seen 11x across Ablauf files
1;Frühstücken, dabei Vorbereitung Candeblo, Tee machen, Bearb. Werbeprospekte;LEMTFR;;;Liste_Morgentoilette;1.845;;active;ablauf_planned, csv;2;2;seen 185x across Ablauf files
1;Frühstücken, dabei Vorbereitung Candeblo, Tee machen, Bearb. Werbeprospekte, Prüfung Terrasse;LEMTFR;;;Liste_Morgentoilette;1.846;;active;ablauf_planned, csv;2;0;seen 34x across Ablauf files
1;Frühstücken, dabei Vorbereitung Candeblo, Tee machen, Einpacken für BRZ;LEMTFR;;;Liste_Morgentoilette;1.845;;active;ablauf_planned, csv;2;1;seen 73x across Ablauf files
1;Führung Tagebuch, um schmerzhafte Situationen zu verarbeiten;GELIFT;;;Liste_untertags;1.815;;active;ablauf_planned, csv;2;8;seen 206x across Ablauf files
1;G-Rally;;CS;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Geb.gutscheine für Papa;;PA;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Geburtstagsfeier bei Papa;;PA;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Geld abheben;LEMEGA;;;;0;;active;ablauf_planned, ablauf_unplanned;2;2;
1;Geschirr abwaschen;LEMEGA;;;Lebenserhaltung;1.844;13:30;active;ablauf_planned, csv, old_cs;3;7;seen 171x across Ablauf files
1;Gespräch mit Papa;;PA;;;0;;active;access_Tab_Aktionen, access_Tab_Aufwandserfassung;2;0;
1;Gesundenuntersuchung;;GE;;;0;;active;ablauf_planned, access_Tab_Aufwandserfassung;2;2;
1;Getränk fassen;LEMTTW;;;;0;;active;ablauf_planned, ablauf_unplanned;2;13;seen 6x across Ablauf files
1;Gründung eines Karaoke-Forums;;AU;;;0;;retired;access_Tab_Wuensche, taskliste;2;0;wisher=Erwin Woloch, status=bei Ausflugskonto näher zu untersuchen
